Artist,Title,Lyrics
Ray LaMontagne,To the Sea,"I'll be waiting in the car
Don't forget the camera
If you wouldn't mind
Could you find my yellow shoes?
I think they're under the stairs
Fa la la la la fa la

Through the hills and country side
Waving at the passers-by
There's old Tom in a coat and tie
Looking every ounce the prince
His bike up against the fence
Fa la la la la fa la
Fa la la la la fa la

We drove to the sea
Where the water was green
And the clouds and the blue
Threw shadows on me and you
The shells that we found in the sand
The moment we held in our hands
You were making me laugh
It was easier then, when...
But then again
I'll be dozing over there
Cozy in my folding chair
Watching seabirds in the air
As they circle the sun
Sleepers they suffer no one
Fa la la la la fa la
Fa la la la la fa la

We drove to the sea
Where the water is green
And the clouds and the blue
Threw shadows on me and you
The shells that we found in the sand
The moment we held in our hands
You were making me smile
It was easier then, when...
But then again

All of the questions in my head
I'll make them read, put them to bed
All of the voices in my mind
Hart and unkind, leave them behind
Leave them behind
As we drove to the sea
Where the water was green
And the clouds and the blue
Threw shadows on me and you
The shells that we found in the sand
The moment we held in our hands
You were making me laugh
It was easier then, when...
But, but then again

I'll be waiting in the car
Don't forget the camera
If you wouldn't mind
Could you find my yellow shoes
I think they're under the stairs

Fa la la la la fa la
Fa la la la la fa la
Fa la la la la fa la
Fa la la la la fa laEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Part of the Light,"Why so many people always runnin' 'round
Looking for a happiness that can't be found?
I don't know
I don't know
I don't know

For everyone resplendent in the wealth of kings
Thousands upon thousands only suffering
I don't know
I don't know
I don't know

I want to be part of the light
Please let me be part of the light
I want to be part of the light
I choose to be part of the light
Our light

Why so many people only close their hearts?
Turn their eyes as others' lives are torn apart?
I don't know
I don't know
I don't know
When kindness is the greatest gift that one can share
Why choose hate to subjugate your fellow man?
I don't know
I don't know
I don't know

I want to be part of the light
Please let me be part of the light
I want to be part of the light
I choose to be part of the light
Our light
Our light
Our light
Our lightEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Forever My Friend,"Who am I to tell her
Who am I to play god
Who am I to think I can go it alone
Something tells me girl this is bringing you down
Something tells me this is bringing me down
We've been through some changes
Always seem to hold on
Lately it feel like you can't take anymore
Something tells me girl this is bringing you down
Something tells me girl this is bringing you down
Forever my friend
Forever my love
Forever the woman that I'm thinking of
I just think if we keep our hearts together
I Just think if we build on this trust that we have for one another
Baby we can make this last a lifetime
Who am I to tell her
Who am I to play god
I don't know just what's for real anymore
Something tells me girl this is bringing you down
Something tells me girl this is bringing you down
Maybe I'm wrong, maybe I'm right
Maybe it's the last thing you want to hear me say
I just think if we keep out hearts together
I just think if we build on this trust that we have for one another
Maybe we can make this last a lifetime
Forever my friend
Forever my love
Forever the woman
That I'm thinking of
I just think if we keep our hearts together
I just think if we will build on this trust that we have for one another
Maybe we can make this last a lifetimeEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Paper Man,"Here in my heart I am
Here in my heart I am
Here in my heart I am
Here in my heart I am

I won't live like a paper man
And step into life, the joy that I had
I won't fold like a paper man
To which I've been told by a paper-white plan

Hear me
Hear me
When I stay, I won't play for long
As long as I have a song, I'll sing
A song I'll sing

Here in my mind I am
Here in my mind I am
Here in my mind I am
Here in my mind I am

I won't live like a paper man
Step into life, the joy that I had
I won't fold like a paper man
To which I've been told by a paper-white plan
Hear me
Hear me
Hear me
Hear me

I won't live like a paper man
And step into life, the joy that I had
I won't fold like a paper man
To which I've been told by a paper-white plan

Hear me
Hear me
When I stay, I won't play for long
As long as I have a song, I'll sing
A song I'll sing

Here in my heart I am
Here in my heart I am
Here in my heart I stand
Here in my heart I standEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,In My Own Way,"Lock the door, draw the shade
Close my eyes, I'm miles away
I'll spend the day, in my own way
Count the hours, mark the days
Underneath it all, the rise and swirling of the waves
I'll spend the day, in my own way

All the plans that were made
Let them die, let them fade
I'll spend the day, inn my own way
Please understand, I'm only human
After all is said and done
We're only here a moment
Then the moment's gone
I'll spend the day, in my own way

Please understand, I'm only human
At times I fail, at times I fall
Don't break your back
Trying to carry the weight of the world
Can't please them all
Ah (Ooh)
Ah (Ooh)
Lock the door, draw the shade
Close my eyes, I'm miles away
I'll spend the day, in my own way
I'll spend the day, in my own way
I'll spend the day, in my own wayEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,I Still Care For You,"Hear me out, day follows today
Light turns to clay in my hands
How to explain so pristine the pain
Kindness made the cut so clean

I still care for you
I still care for you
I still care for you

Hear me out, you wanted me to be
Less your lover than a mirror
Can't you see what you mean to me?
Even promises may bleed

I still care for you
I still care for you
I still care for you

The hours grow heavy and hollow
Cruel as a grave
Open me and you'll find
Only bones burned to glass
I still care for you
I still care for you
I still care for you1EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Sarah,"When we first met we were kids
We were wild, we were restless
After a while, I grew coarse
I grew cold, I grew reckless
I hold this memory
I've pulled you so close to me
Whispered ""will we always have this?""
Lately it feels like I'm sleeping
And I just can't wake up
Pacing the floor, want to call, but I can't
So I hang up
Sharing a seat on the train
With a lady who's crying
Has ruined her make up
Now I see just how young, how scared I was
My eyes closed tight, throwing punch after punch
At the world
Sarah, is it ever gonna be the same?
Sarah, is it ever gonna be the same?
Said goodbye to all the places I used to go
I said goodbye to all the faces I used to know
Nothing lasts forever
I guess by now I should know
I should know
There ain't a thing I can say
That will ever repair it
And you who had so much advice
And yet couldn't share
Maybe someday we will look back
On this and we'll smile
But right now I can't bear it
Now I see just how young, how scared I was
Eyes closed tight, throwing punch after punch
At the world
Sarah, is it ever gonna be the same?
Sarah, is it ever gonna be the same?1EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Supernova,"Zoe you and me we've been hanging out now
Ever since we were kids, just kicking around
This town
Zoe you know me and I don't back down
When I know what I want, and I think I found it

I want you, be my girl
I want you, be my girl
Zoe, you're so Supernova!
Super!

Zoe you know me and I'm on the right track
Gonna get out of here, never come back
Uh-uh!
Zoe you know me when I'm on the attack
Ain't no use in fighting back

I want you, be my girl
I want you, be my girl
Zoe, you're so Supernova!
Super!

When I'm low well I know who to call
When I think I'm bout to hit the wall
Zoe baby I know that you would never, never let me fall
Every time I turn around baby there you are
Just shining down on me like a blazing star
Yeah, that's what you are - you're a blazing star
That's what you are

Zoe, you're so Supernova!
Zoe, you're so Supernova!
Super!

Zoe you and me we've been hanging out now
Ever since we were kids, just kicking around
This town
Zoe you know me and I don't back down
When I know what I want, and I think I found it
I want you, be my girl
I want you, be my girl
Zoe, you're so Supernova!
Zoe, you're so Supernova!
Zoe, you're so Supernova!

Super!
Supernova!
Supernova!EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Homecoming,"Billboard, back road, meadow
Sunset through the trees
I can' t remember the faces I've seen
Low and mean
High rise, white light, shadows
Years in the air
I don' t recall all the why or the where, who was there
Show me feathers you've found
Glass in the ground
Comforting sound when the lights are down
Hillside flush with the sunrise
Springtime in the air
I can't remember a morning so fair
Not a care
Show me feathers you've found
Glass in the ground
Comforting sound when the lights are down
Birdsong tugging on my slumber
Open my eyes
Slowly I'm woken to find
A hand in mine
Show me feathers you've found
The glass in the ground
Comforting sound when the lights are down
Billboard, back road, meadow
Sunset through the trees
I can't recall all the faces I've seen
Low and mean
Birdsong tugging on my slumber
Open my eyes
Slowly I'm woken to find
A hand in mine
Show me feathers you found
Glass in the ground
Comforting sounds when the lights are down
X3EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Can I Stay,"Can I stay here with you till the morning?
I am so far from home and I feel a little stoned
Can I stay here with you till the morning?
There's nothing I want more than to wake up on your floor

Lay with me in your thinnest dress
Fill my heart with each caress
Between your blissful kisses, whisper
""Darling, is this love?""

Can I stay here with you till the day breaks?
There's something you should know, I ain't got no place to go
Can I stay here with you till the day breaks?
How happy it would make me to see your face when I awake

Lay with me in your thinnest dress
Fill my heart with each caress
Between your blissful kisses, whisper
""Darling, is this love?""

Can I stay here with you through the nighttime?
I've fallen sad inside and I need a place to hide
Can I stay here with you through the nighttime?
I'm all alone and blue, won't you take me to your room?
Lay with me in your thinnest dress
Fill my heart with each caress
Between your blissful kisses, whisper
""Darling, is this love?""

Whisper to me, ""is this love?""EmbedShare URLCopyEmbedCopy"
